OrderNumber,OrderDateTime,CustomerNumber,CustomerName,Address1,Address2,City,Province,OrderTotal,OrderSource,ContactName,ContactEmail,InternalOrder,ScheduledDelivery,ScheduledDeliveryDate
573157,2024-05-08 12:16:45,CUST0209,Gonzalez Inc,25071 Scott Parkway,Apt. 815,Rubioberg,AR,928.98,Fax,Rachael,anthonyvaughn@gmail.com,1,1,2024-12-21
450170,2024-09-11 22:32:46,CUST0350,Salazar-Walker,10924 Christopher Views,,Lake James,ME,4857.58,Email,Rick Deckard,kinglisa@yahoo.com,0,0,
172556,2023-06-21 00:41:21,CUST0037,Montgomery-Lamb,365 Megan Ports,,Linmouth,VT,4975.97,SalesRep,Zhora,kbowers@gmail.com,0,1,2025-01-22
566181,2024-08-16 09:55:59,CUST0066,Stanley-Gonzalez,386 Lambert Wall,,Lake Joshua,NM,2645.13,SalesRep,Bryant,salinasleslie@gmail.com,1,0,
680130,2024-09-18 15:39:16,CUST0242,Maxwell Group,0367 David Station,,West Jesseshire,AL,2933.91,Online,Bryant,eileen20@hotmail.com,0,1,2025-04-19
920024,2024-12-09 09:52:42,CUST0120,Smith PLC,18061 Katelyn Ville,,West Samuelhaven,OH,2161.77,Email,Roy Batty,rogerbowman@hotmail.com,0,0,
134247,2024-04-02 03:47:41,CUST0038,Torres-Robertson,18710 Rogers Mission Suite 938,,Port Davidburgh,NJ,61.2,Phone,Rick Deckard,briannielsen@yahoo.com,1,0,
601814,2024-07-12 18:58:21,CUST0063,"Taylor, Carlson and Howard",384 Jay Village Suite 742,,South Christopherland,NY,2437.02,Cash Counter,Rick Deckard,timothyarnold@miller.biz,0,1,2024-10-13
722077,2024-09-28 01:25:45,CUST0146,"Smith, Palmer and Ford",771 Marcus Harbor Apt. 278,,Bryanborough,IL,3480.02,Fax,Rachael,mooreamanda@hotmail.com,0,1,2025-04-11
352379,2024-05-25 09:02:27,CUST0032,Thompson-Rivera,7127 Diana Tunnel,Apt. 857,Port Matthewmouth,OK,2309.04,Phone,Rachael,odomgregory@jones.com,1,0,
245212,2024-12-06 18:51:53,CUST0318,"Reyes, Rodriguez and Luna",112 Williams Estates Suite 409,Apt. 828,New Cherylport,WA,3954.19,Cash Counter,Roy Batty,harveyaaron@gmail.com,0,1,2025-01-16
785540,2024-05-22 01:06:24,CUST0488,Garcia PLC,27508 Moreno Hills Suite 530,,Lake Lesliehaven,DC,3220.53,Email,Rick Deckard,qking@gmail.com,0,1,2024-12-31
410199,2023-07-30 00:57:04,CUST0350,Salazar-Walker,10924 Christopher Views,,Lake James,ME,1324.0,Email,Rick Deckard,baxterjeffrey@campbell-williams.org,0,0,
655330,2023-04-15 23:13:03,CUST0086,Wright and Sons,2123 James Harbors,,East Michael,ME,2828.44,Fax,J.F. Sebastian,howardandre@hotmail.com,1,0,
704847,2024-02-28 08:06:11,CUST0409,Crawford-Thompson,57141 Sullivan Trail,,New Marcus,WV,3343.13,Cash Counter,Zhora,matthew81@gmail.com,0,1,2024-09-23
170148,2024-09-05 20:24:00,CUST0334,"Hart, Kerr and Cook",8624 Russell Fords,Suite 797,Port Gregory,OH,2096.17,Email,Rick Deckard,racheldavis@anderson.com,0,0,
939433,2024-08-24 00:52:30,CUST0299,Romero Inc,02851 Holder Crossing Apt. 510,,Bakerhaven,OH,762.14,Online,Rachael,mary49@gmail.com,0,0,
950610,2023-12-15 17:17:31,CUST0472,Wood-Chapman,78596 Edward Dam Suite 183,,North Douglasview,FL,3811.66,Fax,Rachael,elizabeth53@gmail.com,1,1,2024-01-05
581527,2024-02-23 21:14:01,CUST0457,Brown Ltd,58880 Ricky Loaf,,Port John,WY,1233.66,Email,Pris Stratton,staffordbenjamin@eaton.com,0,0,
390524,2024-01-13 21:09:46,CUST0455,"Wells, Smith and Brown",33769 Rodriguez Bypass,,Richardshire,NJ,55.0,SalesRep,Rachael,kpope@hotmail.com,1,0,
760769,2023-08-13 15:31:31,CUST0461,Archer LLC,42773 Mcclain Locks Suite 207,Apt. 730,Duranbury,NH,1570.34,Email,Roy Batty,joseph37@romero.com,0,1,2024-10-21
849421,2023-07-27 11:57:13,CUST0109,"Olson, Moreno and Smith",0468 Jennifer Tunnel Apt. 515,,Lindaborough,RI,4149.75,Fax,J.F. Sebastian,echandler@yahoo.com,1,1,2024-09-30
321839,2023-02-16 11:31:34,CUST0277,"Cook, Stewart and Smith",927 Chavez Path Apt. 579,,North Tiffanyland,WI,2299.11,Email,Roy Batty,lisa36@yahoo.com,1,1,2024-04-03
188974,2024-08-10 20:10:13,CUST0483,Schneider and Sons,72809 Smith Village,,West Evanport,KY,828.06,Cash Counter,Zhora,abarnett@gmail.com,0,1,2025-02-10
458308,2023-01-14 11:30:06,CUST0101,"Bryant, King and Ramirez",561 Richard Fields Apt. 347,,Youngburgh,NE,1511.04,Email,Zhora,smithspencer@graves-phillips.biz,1,1,2024-04-29
197503,2024-05-14 14:07:33,CUST0010,"Walls, Walker and Gomez",221 Ingram Stravenue Suite 899,,West Kaylastad,CA,3333.25,Online,Rick Deckard,clong@boyd.com,0,1,2024-09-24
227069,2024-03-08 20:58:42,CUST0453,Williams-Powell,473 Danielle Loaf,,East Elizabeth,NY,2941.3,Phone,Bryant,brianking@williams-johnson.com,0,0,
672575,2023-02-17 17:00:49,CUST0028,Christensen-Chen,753 Joshua Fort,,Karlastad,WY,2025.8,Email,Rick Deckard,sdavis@gmail.com,0,0,
644854,2024-06-02 19:55:07,CUST0496,Juarez-Diaz,531 Lowe Point Suite 896,,Griffithhaven,SD,1493.49,Fax,Zhora,hmartin@brown.net,1,0,
737898,2023-12-11 17:08:31,CUST0191,Marquez Inc,3359 Johnson Fort,,Anthonyfurt,IL,188.37,Online,Bryant,jeffrey91@yahoo.com,1,0,
850472,2023-04-14 17:59:46,CUST0231,Zamora LLC,3880 Debra Hollow,,Williamsview,OR,3620.2,Email,Roy Batty,yharmon@garcia-freeman.org,1,1,2023-05-20
910514,2023-01-08 21:30:17,CUST0282,Smith-Armstrong,570 Reyes Extensions Apt. 973,Apt. 692,Lake Jackville,KS,3013.0,Email,Zhora,ronniesingh@hotmail.com,1,1,2024-01-23
954177,2023-04-14 13:01:04,CUST0251,"Brown, Sullivan and Young",55668 Barnett Walks,,Port John,CO,2785.01,SalesRep,Pris Stratton,erik34@brown-crawford.net,1,1,2024-06-26
603357,2024-04-10 12:39:49,CUST0348,Baker-Arnold,5317 Donna Shore,,Nguyenville,DE,1087.72,Email,Bryant,amber10@smith-kaiser.com,1,1,2024-12-26
719515,2023-06-02 08:58:57,CUST0281,Cox Group,89645 Shelley Creek Suite 761,,North Jeffrey,DC,58.8,Fax,Bryant,cunninghambrandon@gmail.com,1,0,
540887,2023-10-26 09:53:44,CUST0470,Hernandez-Watts,3175 Vega Parkway,,Lake Tara,WV,1271.18,Fax,Rick Deckard,jennifer21@lewis.net,1,0,
545718,2024-04-11 14:31:19,CUST0087,"Martin, Cook and Davis",30990 Brian Walks,Suite 114,West Kristin,CA,2679.57,SalesRep,Bryant,smithemma@yahoo.com,0,0,
772812,2023-04-16 14:59:49,CUST0393,James-Ramirez,10718 Stanley Ferry Suite 720,,Gonzalezburgh,NJ,3373.75,Online,Roy Batty,goodkaylee@duke.com,1,0,
264608,2024-12-12 05:24:11,CUST0076,"Carson, Martin and Coleman",6110 Erica Views,,North Tinaburgh,CT,2130.77,Online,Roy Batty,stevenstephenson@carr.com,1,0,
962899,2024-06-25 05:29:13,CUST0363,Higgins PLC,674 Lang Dam,,Pachecoview,MO,3539.66,SalesRep,Rachael,dsmith@tyler.com,1,1,2024-08-13
554295,2023-04-02 02:51:36,CUST0457,Brown Ltd,58880 Ricky Loaf,,Port John,WY,1748.19,Phone,Roy Batty,rachel90@yahoo.com,0,0,
134934,2023-03-12 02:11:14,CUST0490,Stone-Bell,67186 Monique Dam,,Port Samanthastad,VA,4824.22,Phone,Pris Stratton,katherine20@hotmail.com,1,1,2023-06-07
256496,2024-03-06 19:30:06,CUST0235,Valenzuela Group,9321 Sarah Village Suite 446,,North Gabrielside,AZ,1484.61,Fax,Zhora,zcollins@yahoo.com,1,0,
199698,2023-05-08 10:08:53,CUST0500,"Grant, Williams and Clay",983 Mcdowell Falls,,Mooneyland,ND,279.72,Cash Counter,Roy Batty,hebertjohn@gmail.com,1,1,2024-05-06
679595,2024-09-07 18:33:16,CUST0496,Juarez-Diaz,531 Lowe Point Suite 896,,Griffithhaven,SD,1616.49,Online,Rachael,gilbertemily@gmail.com,1,0,
827478,2023-02-03 05:07:02,CUST0401,"Peterson, Martin and Mclean",78643 Brian Motorway Suite 337,,East Paula,AZ,311.6,Cash Counter,Pris Stratton,jonathan65@clark.org,1,0,
560479,2024-08-22 22:19:52,CUST0026,Ruiz-Salazar,55020 Smith Branch Suite 095,,North Robin,IA,1253.09,Cash Counter,Zhora,boydjoshua@morris.biz,1,0,
211237,2023-02-08 21:11:19,CUST0228,Mccarthy-Valdez,3277 James Forge,,Lopezfort,NY,1021.73,Online,Bryant,amywarren@nguyen-mcintyre.net,1,1,2023-07-12
659154,2023-11-23 10:33:32,CUST0467,Cruz Group,8737 Thomas Center Suite 928,,East Gregoryton,OK,1375.51,Email,J.F. Sebastian,david40@taylor.com,0,1,2024-02-28
404460,2023-12-18 10:29:40,CUST0019,Petersen and Sons,80838 John Ridge Apt. 021,,Evansview,WA,3478.27,Online,J.F. Sebastian,cameron61@johnson-neal.com,1,0,
373084,2024-07-19 04:23:02,CUST0041,White and Sons,838 Wiley Canyon Suite 910,,Johnsonville,MD,2970.14,Cash Counter,Pris Stratton,kristina75@yahoo.com,0,0,
596967,2023-09-07 16:52:49,CUST0218,Johnson-Hinton,729 Guerra Ports,,Rodneyview,NY,4894.66,Email,Rick Deckard,dpierce@cantu.com,1,1,2023-10-14
341871,2023-04-25 18:15:37,CUST0184,"Johnson, Mitchell and Anderson",42536 Marissa Fields,,New Jenniferburgh,SC,1348.56,Email,Gaff,robert02@hotmail.com,1,0,
873249,2024-05-11 23:55:27,CUST0412,"Drake, Higgins and Davis",7177 Andrew Tunnel Apt. 530,,New Lee,PA,2140.6,Fax,Rick Deckard,tara21@hotmail.com,1,0,
252992,2024-07-13 16:40:55,CUST0005,Bennett and Sons,23072 Dana Lights,,Deborahton,MD,571.08,Fax,Gaff,patrick84@delacruz-wilson.com,1,0,
630219,2023-08-04 05:56:25,CUST0405,"Hill, Williams and Ramirez",88536 Levy Green,,Jennifershire,WV,2352.91,Phone,Roy Batty,barryward@hotmail.com,0,0,
183447,2024-12-24 04:41:57,CUST0500,"Grant, Williams and Clay",983 Mcdowell Falls,,Mooneyland,ND,3502.23,Fax,Zhora,tara21@marshall.com,1,0,
918166,2024-08-21 17:37:40,CUST0137,"Whitehead, Dixon and Schwartz",147 Leon Extension,,New Amy,NH,3220.72,Email,Pris Stratton,berrycarmen@day-baker.com,1,0,
580794,2024-10-30 17:07:47,CUST0245,"Davis, Robinson and Sellers",4607 Hayes Trafficway,,Penamouth,UT,3157.02,Email,Gaff,robinsloan@yahoo.com,0,1,2025-05-24
686344,2024-03-09 07:07:49,CUST0138,"Smith, Kim and Figueroa",3350 Alexander Drives Suite 749,,South Tonya,WA,550.26,Online,Gaff,derekgray@martinez-dalton.org,1,0,
469543,2023-07-10 04:16:41,CUST0142,"Franklin, Peters and Edwards",56702 Rivera Parkways,,Jenniferbury,AZ,4167.78,Fax,Rachael,pamelashelton@mercer.biz,0,1,2025-01-25
613806,2024-07-16 23:12:19,CUST0158,Cain PLC,61556 Cindy Lock Suite 575,,Port Angela,NE,3959.73,Email,Pris Stratton,clarkdebra@gmail.com,0,0,
214129,2023-08-02 22:01:12,CUST0476,Lang PLC,63627 Santos Parkway,,West Manuel,MA,3487.45,SalesRep,J.F. Sebastian,stephensalazar@garrett.com,0,1,2025-02-12
696636,2023-06-18 08:02:40,CUST0383,Anderson and Sons,114 Amber Canyon Apt. 654,,South Michael,KS,2764.3,Cash Counter,J.F. Sebastian,jenniferhenry@nicholson.com,1,0,
734820,2023-04-01 10:57:33,CUST0303,Decker-Horn,930 John Trail,,Lake Lindsayfurt,WA,1053.43,Cash Counter,J.F. Sebastian,ajones@gross.com,1,0,
515028,2023-06-13 19:55:50,CUST0040,Sanchez and Sons,9109 Sarah Curve Apt. 264,,Bradfordfort,SD,1479.26,Email,Roy Batty,richardbates@hotmail.com,1,1,2024-04-28
591657,2024-01-28 15:20:47,CUST0161,"Newton, Sanchez and Collins",44077 Joanna Locks Apt. 996,,Christinemouth,AK,501.76,Cash Counter,Rick Deckard,danny37@wagner-benjamin.com,0,0,
956684,2024-11-06 02:34:12,CUST0162,"Jones, Nelson and Cruz",356 Robinson Plains,,New Candaceberg,OK,2276.13,Fax,Rachael,yeaton@conner-ochoa.org,1,1,2025-01-03
206562,2023-07-08 09:45:22,CUST0419,Alvarez Inc,234 Floyd Rapid Suite 066,,Melissashire,DC,4898.77,SalesRep,Roy Batty,jessica19@gmail.com,0,1,2024-08-29
256908,2023-12-01 01:44:37,CUST0231,Zamora LLC,3880 Debra Hollow,,Williamsview,OR,727.97,Fax,Rick Deckard,dalton42@hotmail.com,0,0,
285848,2024-04-28 23:48:49,CUST0066,Stanley-Gonzalez,386 Lambert Wall,,Lake Joshua,NM,413.93,Fax,Rachael,allencarter@robinson-bailey.info,0,1,2024-05-24
333327,2023-02-09 07:57:21,CUST0359,Williams Group,267 Parrish Fords Suite 345,,Russoview,ME,2796.11,SalesRep,Bryant,william22@duncan.info,1,0,
344775,2024-05-05 13:13:00,CUST0175,Green-Harris,56926 Linda Light Suite 389,,Allenmouth,UT,4320.2,Email,Roy Batty,johnnymcmillan@long.net,0,1,2024-07-11
499749,2024-06-27 04:40:47,CUST0490,Stone-Bell,67186 Monique Dam,,Port Samanthastad,VA,2227.37,Fax,Bryant,jennifer76@hotmail.com,0,1,2025-04-30
580763,2024-10-08 18:09:16,CUST0076,"Carson, Martin and Coleman",6110 Erica Views,,North Tinaburgh,CT,789.33,Phone,Roy Batty,kenneth76@hotmail.com,0,1,2025-06-07
242652,2023-03-08 09:52:27,CUST0149,Mejia Ltd,17901 Stephens Orchard,,Lake Patrick,MI,2673.4,Online,Roy Batty,ldavis@hotmail.com,1,0,
770407,2024-09-01 08:18:10,CUST0414,Woods Group,102 Chris Pike Suite 705,,West Aaronchester,CA,4662.75,Fax,Gaff,croberts@hansen.org,1,0,
178881,2023-11-19 12:54:58,CUST0107,Rice Group,249 Thomas Road,,Mcdanielmouth,NM,169.93,Cash Counter,Rachael,nelsonlisa@yahoo.com,0,0,
571263,2024-05-19 23:11:03,CUST0182,"Harvey, Adams and Jackson",469 Brandy Roads Suite 730,,East Richardfort,IL,4142.42,Phone,Zhora,iross@gmail.com,0,0,
769478,2023-01-05 16:56:22,CUST0169,Roberson PLC,3818 Richard Springs Suite 558,,Cherylborough,MN,2508.26,Fax,Rick Deckard,barberbrett@hotmail.com,1,0,
922879,2024-02-19 12:14:24,CUST0184,"Johnson, Mitchell and Anderson",42536 Marissa Fields,,New Jenniferburgh,SC,1586.08,Cash Counter,Zhora,thomas72@hotmail.com,0,0,
128396,2024-09-01 01:00:07,CUST0109,"Olson, Moreno and Smith",0468 Jennifer Tunnel Apt. 515,,Lindaborough,RI,3918.18,SalesRep,Roy Batty,richardchavez@hotmail.com,0,1,2024-09-17
887022,2024-01-11 12:33:23,CUST0353,"Garrett, Walton and Blanchard",77971 Graham Valleys Apt. 983,,New Dariusland,IL,296.37,Online,Bryant,lauren67@hotmail.com,0,1,2025-01-02
122404,2023-08-11 21:20:40,CUST0028,Christensen-Chen,753 Joshua Fort,,Karlastad,WY,542.17,Email,Gaff,gbradley@yahoo.com,0,1,2024-10-09
787504,2024-06-05 20:32:00,CUST0051,"Lamb, Miller and Green",321 David Summit Apt. 716,,South Hannah,FL,2603.25,SalesRep,Gaff,hessheather@green-jones.biz,0,0,
579589,2023-09-07 18:32:44,CUST0408,"Mason, Huber and Stone",4407 Donald Ferry Apt. 727,,North Jeanetteborough,ND,1910.9,Online,Rachael,ocastaneda@gmail.com,0,1,2024-02-11
960427,2024-08-07 15:44:49,CUST0373,Barnett-Russell,055 Jessica Locks Suite 488,,Geoffreyview,NY,4926.82,Fax,Gaff,cameron47@rangel-gordon.com,1,0,
614331,2023-06-01 06:30:17,CUST0176,Wells-Cortez,123 Ray Stravenue,,West Joseph,NH,2250.78,Online,Rachael,hmcguire@gmail.com,1,0,
404775,2023-08-21 11:04:58,CUST0333,Richardson-Scott,142 Darlene Plains,,Colemouth,CA,3141.55,Fax,Rachael,rhodestyler@thompson-vargas.biz,1,1,2025-06-12
224367,2023-03-15 04:30:18,CUST0369,"Johnson, Ward and Harmon",3819 Haynes Lock,,Port Christopher,KY,2254.24,Email,J.F. Sebastian,tasha84@prince.biz,0,0,
869281,2023-09-09 23:46:26,CUST0386,Hill Group,1725 Hudson Springs,,Robinsonshire,MI,3104.44,Cash Counter,Bryant,wendycoleman@smith.org,1,1,2024-06-06
460690,2024-03-13 23:06:44,CUST0167,Peterson PLC,625 Michael Mountain,,Martinezchester,TN,2619.41,Fax,J.F. Sebastian,wendy81@gmail.com,0,0,
552853,2023-04-15 05:25:52,CUST0468,"Avila, Moran and Gonzalez",3061 Scott Passage Apt. 783,,South Lisachester,MN,337.78,Phone,Gaff,wbrown@gmail.com,1,1,2024-07-11
213282,2023-12-25 20:53:26,CUST0013,Bell and Sons,92067 Jonathan Course,,Tamaratown,NJ,3566.27,SalesRep,Bryant,stevengraves@hotmail.com,0,0,
401407,2024-02-16 18:38:17,CUST0163,Dalton PLC,5420 Larson Junctions,,Hutchinsonbury,MS,2466.89,Fax,Zhora,geoffreysmith@wilson.com,0,1,2024-03-24
270843,2023-03-03 09:52:23,CUST0343,Logan-Johnson,68447 Betty Throughway Apt. 465,,East Janet,AK,4495.41,Fax,Bryant,waltersbenjamin@yahoo.com,0,0,
110736,2024-06-14 00:08:36,CUST0172,Crawford and Sons,2988 Christina Springs,,Mcculloughport,MT,1950.92,SalesRep,J.F. Sebastian,johnmurphy@yahoo.com,0,1,2024-06-20
898772,2023-12-24 23:06:38,CUST0160,Mcdowell LLC,4446 Keller Walks Suite 837,,East Crystalstad,DE,2925.67,Email,Gaff,esandoval@hess.com,0,1,2025-01-31
747431,2023-06-01 10:44:47,CUST0361,Grant Group,78492 Jessica Glens Suite 588,,East Ryan,PA,2943.33,SalesRep,Rick Deckard,turnerelizabeth@yahoo.com,0,1,2024-08-05
796003,2024-04-19 00:00:10,CUST0307,Hart-Smith,918 Amanda Plaza Suite 901,Apt. 585,East Michaelhaven,MA,1165.79,Email,Bryant,romerorobert@johnson.info,0,1,2024-11-24
924329,2024-03-25 05:09:41,CUST0201,Rocha-Rodriguez,9644 Kaitlyn Valley,,Hodgechester,OK,2899.87,Phone,Gaff,michaelharris@gmail.com,1,0,
502051,2023-07-10 08:06:09,CUST0215,Rogers-Lewis,27238 Blake Motorway Suite 942,,East Susanhaven,MI,76.14,Cash Counter,Bryant,robertandersen@hotmail.com,0,1,2023-10-20
966638,2024-10-19 20:57:10,CUST0070,Hampton and Sons,123 Anna Knoll,Suite 122,Grahamborough,AR,3265.49,Fax,Gaff,reedevan@brady-foster.biz,1,1,2024-10-21
643337,2024-01-10 12:49:21,CUST0078,Schroeder and Sons,63693 Leslie Forge,,West Amanda,AZ,2664.19,Email,Rick Deckard,jack32@johnson-crawford.biz,0,1,2025-06-04
644230,2023-05-09 19:24:49,CUST0369,"Johnson, Ward and Harmon",3819 Haynes Lock,,Port Christopher,KY,1990.84,Online,Bryant,njames@gallegos-cochran.com,0,1,2025-02-26
424597,2024-03-10 18:20:55,CUST0226,Hale PLC,3781 Pamela Roads,,Lambview,NE,1085.77,Online,Rick Deckard,garciaapril@gmail.com,0,0,
878433,2023-07-21 07:52:07,CUST0403,Davis-Murphy,877 Leonard Glen Apt. 679,,Stephaniehaven,MS,1282.62,Cash Counter,Rachael,jeffreybrown@yahoo.com,0,1,2025-01-23
527689,2023-08-02 06:29:47,CUST0346,Padilla PLC,9419 Angie Light,,Port Katelynshire,MA,1978.96,Fax,Rick Deckard,hansenlee@gmail.com,0,1,2024-05-06
608668,2023-01-26 11:12:48,CUST0458,Kim and Sons,689 Johnson Green Apt. 852,,Sabrinaland,VA,2519.37,Online,Gaff,teresabrown@gmail.com,0,0,
611823,2023-08-28 13:39:00,CUST0376,Gibson-Knox,65607 Patterson Locks,,Charlesmouth,SD,238.78,SalesRep,J.F. Sebastian,yjones@gmail.com,1,1,2025-05-18
217848,2023-01-05 23:51:07,CUST0074,Baker-Hernandez,451 Mike Groves,,Pittmanborough,NY,1716.51,Cash Counter,Bryant,greenemegan@hotmail.com,0,1,2024-05-27
581196,2023-06-06 03:59:24,CUST0221,"Williams, Henry and Gonzalez",8906 Pugh Pines,,Christopherberg,MT,505.67,Fax,Rick Deckard,hritter@gmail.com,0,1,2024-11-17
500313,2023-10-09 04:44:51,CUST0204,Proctor Inc,2991 Karina Rest,,New Jasonmouth,TX,4400.06,Phone,Gaff,elizabethperez@king.com,1,1,2023-12-01
675908,2024-03-11 22:09:03,CUST0460,Morgan Ltd,11934 Perkins Rest Suite 121,Suite 844,Gomezshire,NH,3555.85,Fax,Pris Stratton,wbaird@young.info,0,0,
980124,2024-08-09 02:43:33,CUST0078,Schroeder and Sons,63693 Leslie Forge,,West Amanda,AZ,28.3,Cash Counter,Roy Batty,fstephens@chambers.com,1,0,
877421,2023-03-15 11:52:27,CUST0059,Garcia PLC,79327 Long Field,,Watsontown,IL,846.97,Cash Counter,Rick Deckard,april65@gmail.com,1,0,
600898,2023-10-04 18:03:19,CUST0198,Hogan and Sons,4621 Hansen Street Suite 004,,Jeremyfort,WI,4344.72,SalesRep,Pris Stratton,anthonydudley@booker.net,0,0,
176045,2024-09-06 15:12:43,CUST0113,Williams-Rowland,16787 Henderson Roads Suite 978,,South Jason,UT,4731.63,SalesRep,Bryant,jonesstacy@hotmail.com,1,0,
592835,2024-03-29 18:42:26,CUST0183,Holmes-Patterson,5222 Parker Row,Suite 359,North Shelby,OH,3737.56,Online,Rick Deckard,xwilson@smith-mclaughlin.com,0,0,
258917,2024-05-17 04:47:06,CUST0305,Gibson PLC,8258 Marshall Prairie Suite 448,,Mendeztown,IA,1851.88,Fax,Gaff,lawsonangel@martin-whitehead.biz,1,1,2024-08-21
811274,2024-04-14 21:25:34,CUST0075,"Watkins, Grant and Page",3519 Thomas Hollow,,South Ernestfort,VA,508.95,Phone,Pris Stratton,williamsdanny@hotmail.com,1,1,2024-07-27
214839,2024-09-22 20:22:27,CUST0111,Martin PLC,471 Maria Manor Apt. 423,,Kentport,CA,1478.39,Phone,Roy Batty,qsolomon@hotmail.com,0,0,
925749,2024-01-18 07:00:04,CUST0193,Wise-Robles,4146 Frazier Gateway,,Popeburgh,VT,2501.61,Online,Gaff,rodriguezandrea@yahoo.com,0,0,
136558,2024-10-02 21:57:55,CUST0446,Woods Inc,689 Brennan Vista,Apt. 486,West Phyllisborough,IL,4211.06,Cash Counter,Roy Batty,lamkatherine@thompson.com,0,1,2024-11-02
527731,2023-01-07 04:20:27,CUST0472,Wood-Chapman,78596 Edward Dam Suite 183,,North Douglasview,FL,2889.54,Phone,Roy Batty,umyers@yahoo.com,1,0,
351610,2023-08-18 22:48:39,CUST0235,Valenzuela Group,9321 Sarah Village Suite 446,,North Gabrielside,AZ,183.5,Fax,J.F. Sebastian,kimberly84@hotmail.com,1,1,2025-06-08
503636,2024-03-01 23:17:09,CUST0395,Brown-Davis,05352 Connie Springs,,Lake Richardtown,CT,2382.87,Online,Zhora,schroedertasha@walters.com,0,0,
841473,2023-02-10 21:45:41,CUST0298,"Blanchard, Brown and Moore",3350 Matthew Divide Suite 966,,Reynoldsside,VT,1837.85,SalesRep,Bryant,brooke92@hotmail.com,1,1,2023-04-10
425703,2024-05-24 10:11:41,CUST0243,"Gonzalez, Garrett and Curtis",3591 Douglas Heights,,Port Benjamin,NE,2359.76,Phone,J.F. Sebastian,grahamsandra@reynolds-williams.com,1,1,2024-08-16
589570,2023-06-03 13:36:22,CUST0452,Burgess-Shannon,19550 John Fork Apt. 129,,Marcmouth,GA,1564.39,SalesRep,Bryant,jonesrobert@hotmail.com,0,0,
580630,2024-10-04 15:51:00,CUST0429,Sloan Inc,431 Ashley Motorway,,West Carolineberg,IN,1156.11,Online,Bryant,robin16@hampton-cameron.org,0,0,
217474,2024-06-07 13:04:41,CUST0242,Maxwell Group,0367 David Station,,West Jesseshire,AL,1495.37,Online,Zhora,ylamb@gmail.com,1,0,
556867,2023-11-15 08:40:03,CUST0420,Weber Group,1837 Fletcher Ville,,Edwardchester,DE,370.68,Email,Rachael,ronald73@yahoo.com,1,1,2024-06-26
154546,2024-07-23 18:59:32,CUST0312,"Newman, Garcia and Mcguire",190 Huff Ford,,Benjaminshire,SC,414.38,Fax,Rick Deckard,ghernandez@arellano.com,0,1,2024-12-07
708704,2024-03-08 00:43:00,CUST0144,"Ryan, Martinez and Ramos",7219 Heidi Roads Suite 884,,Lake Susan,WA,3143.89,Phone,Zhora,brittany58@johnson-schmidt.com,1,1,2025-03-23
861516,2024-12-20 14:57:09,CUST0267,"Reyes, Turner and Shaw",53674 Jeffery Parkways Suite 592,,New Justin,VT,87.36,Email,Rick Deckard,davisjames@yahoo.com,0,1,2025-01-11
523956,2024-01-11 06:05:29,CUST0261,Meyer-Marquez,9462 Mitchell Walk Suite 888,,Ryanville,NY,1392.08,Online,Rachael,odonnellscott@hotmail.com,1,1,2025-06-15
815589,2024-04-25 10:46:42,CUST0442,Stevens-Silva,909 Ward Street,,Smithton,WA,355.85,Email,Rick Deckard,tracyschaefer@hotmail.com,1,1,2025-06-25
860165,2024-09-27 08:40:22,CUST0126,Grant-Neal,214 Morrison Cliffs,,Thompsontown,MI,4214.56,Phone,Pris Stratton,davidponce@gmail.com,1,1,2025-05-05
638471,2023-12-05 21:55:38,CUST0029,Williams Group,404 Gilbert Lodge,,Camposshire,NY,2892.96,Cash Counter,Rachael,vwade@gmail.com,0,0,
712626,2024-06-02 08:11:08,CUST0108,Olson PLC,16009 Farrell Viaduct Apt. 589,,Lake Adam,MI,386.73,Online,Rick Deckard,lopezmarco@hotmail.com,0,1,2025-06-01
395090,2024-11-15 00:35:29,CUST0466,Wilson and Sons,8701 Schwartz Gardens,,Benjaminmouth,CO,1975.34,Email,Pris Stratton,jensenjohn@mora.com,1,1,2024-12-17
472142,2024-10-25 08:43:42,CUST0397,Shaw PLC,596 Cindy Field,,Rodriguezland,WA,1623.58,SalesRep,Rachael,bondjason@marquez.com,0,1,2024-11-17
142751,2023-07-29 18:18:29,CUST0197,"Weaver, Romero and Hunter",71874 Adam Motorway Suite 937,Apt. 391,Robinsonport,TX,2464.31,Online,Pris Stratton,jason83@lane.biz,1,1,2024-10-16
104760,2024-08-24 10:01:01,CUST0450,Obrien-Duncan,34543 Glover Route,,Lake Theresamouth,MN,4216.69,Cash Counter,Gaff,esmith@mccormick.com,0,1,2024-11-24
392040,2023-03-29 12:07:57,CUST0155,Wagner PLC,93298 Hicks Stravenue,Apt. 319,Lake Logan,MI,1109.18,Phone,J.F. Sebastian,charles77@harrison.com,1,0,
124500,2023-03-29 07:31:01,CUST0081,Pace-Wong,081 Matthew Trail Suite 117,,North Jessicachester,CT,2988.6,Cash Counter,Bryant,csanders@gmail.com,1,0,
155044,2023-01-22 22:38:57,CUST0287,Griffith Inc,03236 Allen Drive,,North Jeffreymouth,WI,2184.19,Email,Rick Deckard,johnsoneric@gmail.com,1,1,2023-09-20
732724,2024-04-26 17:56:02,CUST0198,Hogan and Sons,4621 Hansen Street Suite 004,,Jeremyfort,WI,1631.17,Fax,Rachael,markosborne@roberts-white.com,1,0,
